label,sentence
0, He put his hand over part of the map.
0," What do you read? ARAT, I read."
0, And now? He raised his hand.
0, BALLARAT.
0, Quite so.
0," That was the word the man uttered, and of which his son only caught the last two syllables."
0, He was trying to utter the name of his murderer.
0," So and so, of Ballarat."
0, It is wonderful! I exclaimed.
0, It is obvious.
0," And now, you see, I had narrowed the field down considerably."
0," The possession of a grey garment was a third point which, granting the sons statement to be correct, was a certainty."
0, We have come now out of mere vagueness to the definite conception of an Australian from Ballarat with a grey cloak.
0, Certainly.
0," And one who was at home in the district, for the pool can only be approached by the farm or by the estate, where strangers could hardly wander."
0, Quite so.
0, Then comes our expedition of to-day.
0," By an examination of the ground I gained the trifling details which I gave to that imbecile Lestrade, as to the personality of the criminal."
0, But how did you gain them? You know my method.
0, It is founded upon the observation of trifles.
0, His height I know that you might roughly judge from the length of his stride.
0," His boots, too, might be told from their traces."
0," Yes, they were peculiar boots."
0, But his lameness? The impression of his right foot was always less distinct than his left.
0, He put less weight upon it.
0, Why? Because he limped--he was lame.
0, But his left-handedness.
0, You were yourself struck by the nature of the injury as recorded by the surgeon at the inquest.
0," The blow was struck from immediately behind, and yet was upon the left side."
0," Now, how can that be unless it were by a left-handed man? He had stood behind that tree during the interview between the father and son."
0, He had even smoked there.
0," I found the ash of a cigar, which my special knowledge of tobacco ashes enables me to pronounce as an Indian cigar."
0," I have, as you know, devoted some attention to this, and written a little monograph on the ashes of 140 different varieties of pipe, cigar, and cigarette tobacco."
0," Having found the ash, I then looked round and discovered the stump among the moss where he had tossed it."
0," It was an Indian cigar, of the variety which are rolled in Rotterdam."
0, And the cigar-holder? I could see that the end had not been in his mouth.
0, Therefore he used a holder.
0," The tip had been cut off, not bitten off, but the cut was not a clean one, so I deduced a blunt pen-knife."
0," Holmes, I said, you have drawn a net round this man from which he cannot escape, and you have saved an innocent human life as truly as if you had cut the cord which was hanging him."
0, I see the direction in which all this points.
0, The culprit is-- Mr.
0," John Turner, cried the hotel waiter, opening the door of our sitting-room, and ushering in a visitor."
0, The man who entered was a strange and impressive figure.
0," His slow, limping step and bowed shoulders gave the appearance of decrepitude, and yet his hard, deep-lined, craggy features, and his enormous limbs showed that he was possessed of unusual strength of body and of character."
0," His tangled beard, grizzled hair, and outstanding, drooping eyebrows combined to give an air of dignity and power to his appearance, but his face was of an ashen white, while his lips and the corners of his nostrils were tinged with a shade of blue."
0, It was clear to me at a glance that he was in the grip of some deadly and chronic disease.
0," Pray sit down on the sofa, said Holmes gently."
0," You had my note? Yes, the lodge-keeper brought it up."
0, You said that you wished to see me here to avoid scandal.
0, I thought people would talk if I went to the Hall.
0," And why did you wish to see me? He looked across at my companion with despair in his weary eyes, as though his question was already answered."
0," Yes, said Holmes, answering the look rather than the words."
0, It is so.
0, I know all about McCarthy.
0, The old man sank his face in his hands.
0, God help me! he cried.
0, But I would not have let the young man come to harm.
0, I give you my word that I would have spoken out if it went against him at the Assizes.
0," I am glad to hear you say so, said Holmes gravely."
0, I would have spoken now had it not been for my dear girl.
0, It would break her heart--it will break her heart when she hears that I am arrested.
0," It may not come to that, said Holmes."
0, What? I am no official agent.
0," I understand that it was your daughter who required my presence here, and I am acting in her interests."
0," Young McCarthy must be got off, however."
0," I am a dying man, said old Turner."
0, I have had diabetes for years.
0, My doctor says it is a question whether I shall live a month.
0, Yet I would rather die under my own roof than in a jail.
0, Holmes rose and sat down at the table with his pen in his hand and a bundle of paper before him.
0," Just tell us the truth, he said."
0, I shall jot down the facts.
0," You will sign it, and Watson here can witness it."
0, Then I could produce your confession at the last extremity to save young McCarthy.
0, I promise you that I shall not use it unless it is absolutely needed.
0," Its as well, said the old man; its a question whether I shall live to the Assizes, so it matters little to me, but I should wish to spare Alice the shock."
0," And now I will make the thing clear to you; it has been a long time in the acting, but will not take me long to tell."
0," You didnt know this dead man, McCarthy."
0, He was a devil incarnate.
0, I tell you that.
0, God keep you out of the clutches of such a man as he.
0," His grip has been upon me these twenty years, and he has blasted my life."
0, Ill tell you first how I came to be in his power.
0, It was in the early 60s at the diggings.
0," I was a young chap then, hot-blooded and reckless, ready to turn my hand at anything; I got among bad companions, took to drink, had no luck with my claim, took to the bush, and in a word became what you would call over here a highway robber."
0," There were six of us, and we had a wild, free life of it, sticking up a station from time to time, or stopping the wagons on the road to the diggings."
0," Black Jack of Ballarat was the name I went under, and our party is still remembered in the colony as the Ballarat Gang."
0," One day a gold convoy came down from Ballarat to Melbourne, and we lay in wait for it and attacked it."
0," There were six troopers and six of us, so it was a close thing, but we emptied four of their saddles at the first volley."
0," Three of our boys were killed, however, before we got the swag."
0," I put my pistol to the head of the wagon-driver, who was this very man McCarthy."
0," I wish to the Lord that I had shot him then, but I spared him, though I saw his wicked little eyes fixed on my face, as though to remember every feature."
0," We got away with the gold, became wealthy men, and made our way over to England without being suspected."
0, There I parted from my old pals and determined to settle down to a quiet and respectable life.
0," I bought this estate, which chanced to be in the market, and I set myself to do a little good with my money, to make up for the way in which I had earned it."
0," I married, too, and though my wife died young she left me my dear little Alice."
0, Even when she was just a baby her wee hand seemed to lead me down the right path as nothing else had ever done.
0," In a word, I turned over a new leaf and did my best to make up for the past."
0, All was going well when McCarthy laid his grip upon me.
0," I had gone up to town about an investment, and I met him in Regent Street with hardly a coat to his back or a boot to his foot."
0," Here we are, Jack, says he, touching me on the arm; well be as good as a family to you."
0," Theres two of us, me and my son, and you can have the keeping of us."
0," If you dont--its a fine, law-abiding country is England, and theres always a policeman within hail."
0," Well, down they came to the west country, there was no shaking them off, and there they have lived rent free on my best land ever since."
0," There was no rest for me, no peace, no forgetfulness; turn where I would, there was his cunning, grinning face at my elbow."
0," It grew worse as Alice grew up, for he soon saw I was more afraid of her knowing my past than of the police."
0," Whatever he wanted he must have, and whatever it was I gave him without question, land, money, houses, until at last he asked a thing which I could not give."
0, He asked for Alice.
0," His son, you see, had grown up, and so had my girl, and as I was known to be in weak health, it seemed a fine stroke to him that his lad should step into the whole property."
0, But there I was firm.
0," I would not have his cursed stock mixed with mine; not that I had any dislike to the lad, but his blood was in him, and that was enough."
0, I stood firm.
0, McCarthy threatened.
0, I braved him to do his worst.
0, We were to meet at the pool midway between our houses to talk it over.
0," When I went down there I found him talking with his son, so I smoked a cigar and waited behind a tree until he should be alone."
0, But as I listened to his talk all that was black and bitter in me seemed to come uppermost.
0, He was urging his son to marry my daughter with as little regard for what she might think as if she were a slut from off the streets.
0, It drove me mad to think that I and all that I held most dear should be in the power of such a man as this.
0, Could I not snap the bond? I was already a dying and a desperate man.
0," Though clear of mind and fairly strong of limb, I knew that my own fate was sealed."
0, But my memory and my girl! Both could be saved if I could but silence that foul tongue.
0," I did it, Mr."
0, Holmes.
0, I would do it again.
0," Deeply as I have sinned, I have led a life of martyrdom to atone for it."
0, But that my girl should be entangled in the same meshes which held me was more than I could suffer.
0, I struck him down with no more compunction than if he had been some foul and venomous beast.
0," His cry brought back his son; but I had gained the cover of the wood, though I was forced to go back to fetch the cloak which I had dropped in my flight."
0," That is the true story, gentlemen, of all that occurred."
0," Well, it is not for me to judge you, said Holmes as the old man signed the statement which had been drawn out."
0, I pray that we may never be exposed to such a temptation.
0," I pray not, sir."
0," And what do you intend to do? In view of your health, nothing."
0, You are yourself aware that you will soon have to answer for your deed at a higher court than the Assizes.
0," I will keep your confession, and if McCarthy is condemned I shall be forced to use it."
0," If not, it shall never be seen by mortal eye; and your secret, whether you be alive or dead, shall be safe with us."
0," Farewell, then, said the old man solemnly."
0," Your own deathbeds, when they come, will be the easier for the thought of the peace which you have given to mine."
0," Tottering and shaking in all his giant frame, he stumbled slowly from the room."
0, God help us! said Holmes after a long silence.
0," Why does fate play such tricks with poor, helpless worms? I never hear of such a case as this that I do not think of Baxters words, and say, There, but for the grace of God, goes Sherlock Holmes."
0, James McCarthy was acquitted at the Assizes on the strength of a number of objections which had been drawn out by Holmes and submitted to the defending counsel.
0," Old Turner lived for seven months after our interview, but he is now dead; and there is every prospect that the son and daughter may come to live happily together in ignorance of the black cloud which rests upon their past."
0,"  THE FIVE ORANGE PIPS When I glance over my notes and records of the Sherlock Holmes cases between the years 82 and 90, I am faced by so many which present strange and interesting features that it is no easy matter to know which to choose and which to leave."
0," Some, however, have already gained publicity through the papers, and others have not offered a field for those peculiar qualities which my friend possessed in so high a degree, and which it is the object of these papers to illustrate."
0," Some, too, have baffled his analytical skill, and would be, as narratives, beginnings without an ending, while others have been but partially cleared up, and have their explanations founded rather upon conjecture and surmise than on that absolute logical proof which was so dear to him."
0," There is, however, one of these last which was so remarkable in its details and so startling in its results that I am tempted to give some account of it in spite of the fact that there are points in connection with it which never have been, and probably never will be, entirely cleared up."
0," The year 87 furnished us with a long series of cases of greater or less interest, of which I retain the records."
0," Among my headings under this one twelve months I find an account of the adventure of the Paradol Chamber, of the Amateur Mendicant Society, who held a luxurious club in the lower vault of a furniture warehouse, of the facts connected with the loss of the British barque Sophy Anderson, of the singular adventures of the Grice Patersons in the island of Uffa, and finally of the Camberwell poisoning case."
0," In the latter, as may be remembered, Sherlock Holmes was able, by winding up the dead mans watch, to prove that it had been wound up two hours before, and that therefore the deceased had gone to bed within that time--a deduction which was of the greatest importance in clearing up the case."
0," All these I may sketch out at some future date, but none of them present such singular features as the strange train of circumstances which I have now taken up my pen to describe."
0," It was in the latter days of September, and the equinoctial gales had set in with exceptional violence."
0," All day the wind had screamed and the rain had beaten against the windows, so that even here in the heart of great, hand-made London we were forced to raise our minds for the instant from the routine of life and to recognise the presence of those great elemental forces which shriek at mankind through the bars of his civilisation, like untamed beasts in a cage."
0," As evening drew in, the storm grew higher and louder, and the wind cried and sobbed like a child in the chimney."
0," Sherlock Holmes sat moodily at one side of the fireplace cross-indexing his records of crime, while I at the other was deep in one of Clark Russells fine sea-stories until the howl of the gale from without seemed to blend with the text, and the splash of the rain to lengthen out into the long swash of the sea waves."
0," My wife was on a visit to her mothers, and for a few days I was a dweller once more in my old quarters at Baker Street."
0," Why, said I, glancing up at my companion, that was surely the bell."
0," Who could come to-night? Some friend of yours, perhaps? Except yourself I have none, he answered."
0, I do not encourage visitors.
0," A client, then? If so, it is a serious case."
0, Nothing less would bring a man out on such a day and at such an hour.
0, But I take it that it is more likely to be some crony of the landladys.
0," Sherlock Holmes was wrong in his conjecture, however, for there came a step in the passage and a tapping at the door."
0, He stretched out his long arm to turn the lamp away from himself and towards the vacant chair upon which a newcomer must sit.
0, Come in! said he.
0," The man who entered was young, some two-and-twenty at the outside, well-groomed and trimly clad, with something of refinement and delicacy in his bearing."
0," The streaming umbrella which he held in his hand, and his long shining waterproof told of the fierce weather through which he had come."
0," He looked about him anxiously in the glare of the lamp, and I could see that his face was pale and his eyes heavy, like those of a man who is weighed down with some great anxiety."
0," I owe you an apology, he said, raising his golden pince-nez to his eyes."
0, I trust that I am not intruding.
0, I fear that I have brought some traces of the storm and rain into your snug chamber.
0," Give me your coat and umbrella, said Holmes."
0, They may rest here on the hook and will be dry presently.
0," You have come up from the south-west, I see."
0," Yes, from Horsham."
0, That clay and chalk mixture which I see upon your toe caps is quite distinctive.
0, I have come for advice.
0, That is easily got.
0, And help.
0, That is not always so easy.
0," I have heard of you, Mr."
0, Holmes.
0, I heard from Major Prendergast how you saved him in the Tankerville Club scandal.
0," Ah, of course."
0, He was wrongfully accused of cheating at cards.
0, He said that you could solve anything.
0, He said too much.
0, That you are never beaten.
0," I have been beaten four times--three times by men, and once by a woman."
0, But what is that compared with the number of your successes? It is true that I have been generally successful.
0, Then you may be so with me.
0, I beg that you will draw your chair up to the fire and favour me with some details as to your case.
0, It is no ordinary one.
0, None of those which come to me are.
0, I am the last court of appeal.
0," And yet I question, sir, whether, in all your experience, you have ever listened to a more mysterious and inexplicable chain of events than those which have happened in my own family."
0," You fill me with interest, said Holmes."
0," Pray give us the essential facts from the commencement, and I can afterwards question you as to those details which seem to me to be most important."
0, The young man pulled his chair up and pushed his wet feet out towards the blaze.
0," My name, said he, is John Openshaw, but my own affairs have, as far as I can understand, little to do with this awful business."
0," It is a hereditary matter; so in order to give you an idea of the facts, I must go back to the commencement of the affair."
0, You must know that my grandfather had two sons--my uncle Elias and my father Joseph.
0," My father had a small factory at Coventry, which he enlarged at the time of the invention of bicycling."
0," He was a patentee of the Openshaw unbreakable tire, and his business met with such success that he was able to sell it and to retire upon a handsome competence."
0," My uncle Elias emigrated to America when he was a young man and became a planter in Florida, where he was reported to have done very well."
0," At the time of the war he fought in Jacksons army, and afterwards under Hood, where he rose to be a colonel."
0," When Lee laid down his arms my uncle returned to his plantation, where he remained for three or four years."
0," About 1869 or 1870 he came back to Europe and took a small estate in Sussex, near Horsham."
0," He had made a very considerable fortune in the States, and his reason for leaving them was his aversion to the negroes, and his dislike of the Republican policy in extending the franchise to them."
0," He was a singular man, fierce and quick-tempered, very foul-mouthed when he was angry, and of a most retiring disposition."
0," During all the years that he lived at Horsham, I doubt if ever he set foot in the town."
0," He had a garden and two or three fields round his house, and there he would take his exercise, though very often for weeks on end he would never leave his room."
0," He drank a great deal of brandy and smoked very heavily, but he would see no society and did not want any friends, not even his own brother."
0," He didnt mind me; in fact, he took a fancy to me, for at the time when he saw me first I was a youngster of twelve or so."
0," This would be in the year 1878, after he had been eight or nine years in England."
0, He begged my father to let me live with him and he was very kind to me in his way.
0," When he was sober he used to be fond of playing backgammon and draughts with me, and he would make me his representative both with the servants and with the tradespeople, so that by the time that I was sixteen I was quite master of the house."
0," I kept all the keys and could go where I liked and do what I liked, so long as I did not disturb him in his privacy."
0," There was one singular exception, however, for he had a single room, a lumber-room up among the attics, which was invariably locked, and which he would never permit either me or anyone else to enter."
0," With a boys curiosity I have peeped through the keyhole, but I was never able to see more than such a collection of old trunks and bundles as would be expected in such a room."
0," One day--it was in March, 1883--a letter with a foreign stamp lay upon the table in front of the colonels plate."
0," It was not a common thing for him to receive letters, for his bills were all paid in ready money, and he had no friends of any sort."
0," From India! said he as he took it up, Pondicherry postmark! What can this be? Opening it hurriedly, out there jumped five little dried orange pips, which pattered down upon his plate."
0," I began to laugh at this, but the laugh was struck from my lips at the sight of his face."
0," His lip had fallen, his eyes were protruding, his skin the colour of putty, and he glared at the envelope which he still held in his trembling hand, K."
0, K.
0, K.
0,"! he shrieked, and then, My God, my God, my sins have overtaken me! What is it, uncle? I cried."
0," Death, said he, and rising from the table he retired to his room, leaving me palpitating with horror."
0," I took up the envelope and saw scrawled in red ink upon the inner flap, just above the gum, the letter K three times repeated."
0, There was nothing else save the five dried pips.
0," What could be the reason of his overpowering terror? I left the breakfast-table, and as I ascended the stair I met him coming down with an old rusty key, which must have belonged to the attic, in one hand, and a small brass box, like a cashbox, in the other."
0," They may do what they like, but Ill checkmate them still, said he with an oath."
0," Tell Mary that I shall want a fire in my room to-day, and send down to Fordham, the Horsham lawyer."
0," I did as he ordered, and when the lawyer arrived I was asked to step up to the room."
0," The fire was burning brightly, and in the grate there was a mass of black, fluffy ashes, as of burned paper, while the brass box stood open and empty beside it."
0," As I glanced at the box I noticed, with a start, that upon the lid was printed the treble K which I had read in the morning upon the envelope."
0," I wish you, John, said my uncle, to witness my will."
0," I leave my estate, with all its advantages and all its disadvantages, to my brother, your father, whence it will, no doubt, descend to you."
0," If you can enjoy it in peace, well and good! If you find you cannot, take my advice, my boy, and leave it to your deadliest enemy."
0," I am sorry to give you such a two-edged thing, but I cant say what turn things are going to take."
0, Kindly sign the paper where Mr.
0, Fordham shows you.
0," I signed the paper as directed, and the lawyer took it away with him."
0," The singular incident made, as you may think, the deepest impression upon me, and I pondered over it and turned it every way in my mind without being able to make anything of it."
0," Yet I could not shake off the vague feeling of dread which it left behind, though the sensation grew less keen as the weeks passed and nothing happened to disturb the usual routine of our lives."
0," I could see a change in my uncle, however."
0," He drank more than ever, and he was less inclined for any sort of society."
0," Most of his time he would spend in his room, with the door locked upon the inside, but sometimes he would emerge in a sort of drunken frenzy and would burst out of the house and tear about the garden with a revolver in his hand, screaming out that he was afraid of no man, and that he was not to be cooped up, like a sheep in a pen, by man or devil."
0," When these hot fits were over, however, he would rush tumultuously in at the door and lock and bar it behind him, like a man who can brazen it out no longer against the terror which lies at the roots of his soul."
0," At such times I have seen his face, even on a cold day, glisten with moisture, as though it were new raised from a basin."
0," Well, to come to an end of the matter, Mr."
0," Holmes, and not to abuse your patience, there came a night when he made one of those drunken sallies from which he never came back."
0," We found him, when we went to search for him, face downward in a little green-scummed pool, which lay at the foot of the garden."
0," There was no sign of any violence, and the water was but two feet deep, so that the jury, having regard to his known eccentricity, brought in a verdict of suicide."
0," But I, who knew how he winced from the very thought of death, had much ado to persuade myself that he had gone out of his way to meet it."
0," The matter passed, however, and my father entered into possession of the estate, and of some آ£14,000, which lay to his credit at the bank."
0," One moment, Holmes interposed, your statement is, I foresee, one of the most remarkable to which I have ever listened."
0," Let me have the date of the reception by your uncle of the letter, and the date of his supposed suicide."
0," The letter arrived on March 10, 1883."
0," His death was seven weeks later, upon the night of May 2nd."
0, Thank you.
0, Pray proceed.
0," When my father took over the Horsham property, he, at my request, made a careful examination of the attic, which had been always locked up."
0," We found the brass box there, although its contents had been destroyed."
0," On the inside of the cover was a paper label, with the initials of K."
0, K.
0, K.
0," repeated upon it, and Letters, memoranda, receipts, and a register written beneath."
0," These, we presume, indicated the nature of the papers which had been destroyed by Colonel Openshaw."
0," For the rest, there was nothing of much importance in the attic save a great many scattered papers and note-books bearing upon my uncles life in America."
0, Some of them were of the war time and showed that he had done his duty well and had borne the repute of a brave soldier.
0," Others were of a date during the reconstruction of the Southern states, and were mostly concerned with politics, for he had evidently taken a strong part in opposing the carpet-bag politicians who had been sent down from the North."
0," Well, it was the beginning of 84 when my father came to live at Horsham, and all went as well as possible with us until the January of 85."
0, On the fourth day after the new year I heard my father give a sharp cry of surprise as we sat together at the breakfast-table.
0," There he was, sitting with a newly opened envelope in one hand and five dried orange pips in the outstretched palm of the other one."
0," He had always laughed at what he called my cock-and-bull story about the colonel, but he looked very scared and puzzled now that the same thing had come upon himself."
0," Why, what on earth does this mean, John? he stammered."
0, My heart had turned to lead.
0, It is K.
0, K.
0, K.
0,", said I."
0, He looked inside the envelope.
0," So it is, he cried."
0, Here are the very letters.
0," But what is this written above them? Put the papers on the sundial, I read, peeping over his shoulder."
0, What papers? What sundial? he asked.
0, The sundial in the garden.
0," There is no other, said I; but the papers must be those that are destroyed."
0," Pooh! said he, gripping hard at his courage."
0," We are in a civilised land here, and we cant have tomfoolery of this kind."
0," Where does the thing come from? From Dundee, I answered, glancing at the postmark."
0," Some preposterous practical joke, said he."
0, What have I to do with sundials and papers? I shall take no notice of such nonsense.
0," I should certainly speak to the police, I said."
0, And be laughed at for my pains.
0, Nothing of the sort.
0," Then let me do so? No, I forbid you."
0, I wont have a fuss made about such nonsense.
0," It was in vain to argue with him, for he was a very obstinate man."
0," I went about, however, with a heart which was full of forebodings."
0," On the third day after the coming of the letter my father went from home to visit an old friend of his, Major Freebody, who is in command of one of the forts upon Portsdown Hill."
0," I was glad that he should go, for it seemed to me that he was farther from danger when he was away from home."
0," In that, however, I was in error."
0," Upon the second day of his absence I received a telegram from the major, imploring me to come at once."
0," My father had fallen over one of the deep chalk-pits which abound in the neighbourhood, and was lying senseless, with a shattered skull."
0," I hurried to him, but he passed away without having ever recovered his consciousness."
0," He had, as it appears, been returning from Fareham in the twilight, and as the country was unknown to him, and the chalk-pit unfenced, the jury had no hesitation in bringing in a verdict of death from accidental causes."
0," Carefully as I examined every fact connected with his death, I was unable to find anything which could suggest the idea of murder."
0," There were no signs of violence, no footmarks, no robbery, no record of strangers having been seen upon the roads."
0," And yet I need not tell you that my mind was far from at ease, and that I was well-nigh certain that some foul plot had been woven round him."
0, In this sinister way I came into my inheritance.
0," You will ask me why I did not dispose of it? I answer, because I was well convinced that our troubles were in some way dependent upon an incident in my uncles life, and that the danger would be as pressing in one house as in another."
0," It was in January, 85, that my poor father met his end, and two years and eight months have elapsed since then."
0," During that time I have lived happily at Horsham, and I had begun to hope that this curse had passed away from the family, and that it had ended with the last generation."
0," I had begun to take comfort too soon, however; yesterday morning the blow fell in the very shape in which it had come upon my father."
0," The young man took from his waistcoat a crumpled envelope, and turning to the table he shook out upon it five little dried orange pips."
0," This is the envelope, he continued."
0, The postmark is London--eastern division.
0, Within are the very words which were upon my fathers last message: K.
0, K.
0, K.
0,; and then Put the papers on the sundial.
0, What have you done? asked Holmes.
0, Nothing.
0," Nothing? To tell the truth--he sank his face into his thin, white hands--I have felt helpless."
0, I have felt like one of those poor rabbits when the snake is writhing towards it.
0," I seem to be in the grasp of some resistless, inexorable evil, which no foresight and no precautions can guard against."
0, Tut! tut! cried Sherlock Holmes.
0," You must act, man, or you are lost."
0, Nothing but energy can save you.
0, This is no time for despair.
0, I have seen the police.
0, Ah! But they listened to my story with a smile.
0," I am convinced that the inspector has formed the opinion that the letters are all practical jokes, and that the deaths of my relations were really accidents, as the jury stated, and were not to be connected with the warnings."
0, Holmes shook his clenched hands in the air.
0, Incredible imbecility! he cried.
0," They have, however, allowed me a policeman, who may remain in the house with me."
0, Has he come with you to-night? No.
0, His orders were to stay in the house.
0, Again Holmes raved in the air.
0," Why did you come to me, he cried, and, above all, why did you not come at once? I did not know."
0, It was only to-day that I spoke to Major Prendergast about my troubles and was advised by him to come to you.
0, It is really two days since you had the letter.
0, We should have acted before this.
0," You have no further evidence, I suppose, than that which you have placed before us--no suggestive detail which might help us? There is one thing, said John Openshaw."
0," He rummaged in his coat pocket, and, drawing out a piece of discoloured, blue-tinted paper, he laid it out upon the table."
0," I have some remembrance, said he, that on the day when my uncle burned the papers I observed that the small, unburned margins which lay amid the ashes were of this particular colour."
0," I found this single sheet upon the floor of his room, and I am inclined to think that it may be one of the papers which has, perhaps, fluttered out from among the others, and in that way has escaped destruction."
0," Beyond the mention of pips, I do not see that it helps us much."
0, I think myself that it is a page from some private diary.
0, The writing is undoubtedly my uncles.
0," Holmes moved the lamp, and we both bent over the sheet of paper, which showed by its ragged edge that it had indeed been torn from a book."
0," It was headed, March, 1869, and beneath were the following enigmatical notices: 4th."
0, Hudson came.
0, Same old platform.
0, 7th.
0," Set the pips on McCauley, Paramore, and John Swain, of St."
0, Augustine.
0, 9th.
0, McCauley cleared.
0, 10th.
0, John Swain cleared.
0, 12th.
0, Visited Paramore.
0, All well.
0," Thank you! said Holmes, folding up the paper and returning it to our visitor."
0, And now you must on no account lose another instant.
0, We cannot spare time even to discuss what you have told me.
0, You must get home instantly and act.
0, What shall I do? There is but one thing to do.
0, It must be done at once.
0, You must put this piece of paper which you have shown us into the brass box which you have described.
0," You must also put in a note to say that all the other papers were burned by your uncle, and that this is the only one which remains."
0, You must assert that in such words as will carry conviction with them.
0," Having done this, you must at once put the box out upon the sundial, as directed."
0, Do you understand? Entirely.
0," Do not think of revenge, or anything of the sort, at present."
0," I think that we may gain that by means of the law; but we have our web to weave, while theirs is already woven."
0, The first consideration is to remove the pressing danger which threatens you.
0, The second is to clear up the mystery and to punish the guilty parties.
0," I thank you, said the young man, rising and pulling on his overcoat."
0, You have given me fresh life and hope.
0, I shall certainly do as you advise.
0, Do not lose an instant.
0," And, above all, take care of yourself in the meanwhile, for I do not think that there can be a doubt that you are threatened by a very real and imminent danger."
0, How do you go back? By train from Waterloo.
0, It is not yet nine.
0," The streets will be crowded, so I trust that you may be in safety."
0, And yet you cannot guard yourself too closely.
0, I am armed.
0, That is well.
0, To-morrow I shall set to work upon your case.
0," I shall see you at Horsham, then? No, your secret lies in London."
0, It is there that I shall seek it.
0," Then I shall call upon you in a day, or in two days, with news as to the box and the papers."
0, I shall take your advice in every particular.
0, He shook hands with us and took his leave.
0, Outside the wind still screamed and the rain splashed and pattered against the windows.
0," This strange, wild story seemed to have come to us from amid the mad elements--blown in upon us like a sheet of sea-weed in a gale--and now to have been reabsorbed by them once more."
0," Sherlock Holmes sat for some time in silence, with his head sunk forward and his eyes bent upon the red glow of the fire."
0," Then he lit his pipe, and leaning back in his chair he watched the blue smoke-rings as they chased each other up to the ceiling."
0," I think, Watson, he remarked at last, that of all our cases we have had none more fantastic than this."
0," Save, perhaps, the Sign of Four."
0," Well, yes."
0," Save, perhaps, that."
0, And yet this John Openshaw seems to me to be walking amid even greater perils than did the Sholtos.
0," But have you, I asked, formed any definite conception as to what these perils are? There can be no question as to their nature, he answered."
0, Then what are they? Who is this K.
0, K.
0, K.
0,", and why does he pursue this unhappy family? Sherlock Holmes closed his eyes and placed his elbows upon the arms of his chair, with his finger-tips together."
0," The ideal reasoner, he remarked, would, when he had once been shown a single fact in all its bearings, deduce from it not only all the chain of events which led up to it but also all the results which would follow from it."
0," As Cuvier could correctly describe a whole animal by the contemplation of a single bone, so the observer who has thoroughly understood one link in a series of incidents should be able to accurately state all the other ones, both before and after."
0, We have not yet grasped the results which the reason alone can attain to.
0, Problems may be solved in the study which have baffled all those who have sought a solution by the aid of their senses.
0," To carry the art, however, to its highest pitch, it is necessary that the reasoner should be able to utilise all the facts which have come to his knowledge; and this in itself implies, as you will readily see, a possession of all knowledge, which, even in these days of free education and encyclopaedias, is a somewhat rare accomplishment."
0," It is not so impossible, however, that a man should possess all knowledge which is likely to be useful to him in his work, and this I have endeavoured in my case to do."
0," If I remember rightly, you on one occasion, in the early days of our friendship, defined my limits in a very precise fashion."
0," Yes, I answered, laughing."
0, It was a singular document.
0," Philosophy, astronomy, and politics were marked at zero, I remember."
0," Botany variable, geology profound as regards the mud-stains from any region within fifty miles of town, chemistry eccentric, anatomy unsystematic, sensational literature and crime records unique, violin-player, boxer, swordsman, lawyer, and self-poisoner by cocaine and tobacco."
0," Those, I think, were the main points of my analysis."
0, Holmes grinned at the last item.
0," Well, he said, I say now, as I said then, that a man should keep his little brain-attic stocked with all the furniture that he is likely to use, and the rest he can put away in the lumber-room of his library, where he can get it if he wants it."
0," Now, for such a case as the one which has been submitted to us to-night, we need certainly to muster all our resources."
0, Kindly hand me down the letter K of the American Encyclopaedia which stands upon the shelf beside you.
0, Thank you.
0, Now let us consider the situation and see what may be deduced from it.
0," In the first place, we may start with a strong presumption that Colonel Openshaw had some very strong reason for leaving America."
0, Men at his time of life do not change all their habits and exchange willingly the charming climate of Florida for the lonely life of an English provincial town.
0," His extreme love of solitude in England suggests the idea that he was in fear of someone or something, so we may assume as a working hypothesis that it was fear of someone or something which drove him from America."
0," As to what it was he feared, we can only deduce that by considering the formidable letters which were received by himself and his successors."
0," Did you remark the postmarks of those letters? The first was from Pondicherry, the second from Dundee, and the third from London."
0, From East London.
0, What do you deduce from that? They are all seaports.
0, That the writer was on board of a ship.
0, Excellent.
0, We have already a clue.
0, There can be no doubt that the probability--the strong probability--is that the writer was on board of a ship.
0, And now let us consider another point.
0," In the case of Pondicherry, seven weeks elapsed between the threat and its fulfilment, in Dundee it was only some three or four days."
0, Does that suggest anything? A greater distance to travel.
0, But the letter had also a greater distance to come.
0, Then I do not see the point.
0, There is at least a presumption that the vessel in which the man or men are is a sailing-ship.
0, It looks as if they always send their singular warning or token before them when starting upon their mission.
0, You see how quickly the deed followed the sign when it came from Dundee.
0, If they had come from Pondicherry in a steamer they would have arrived almost as soon as their letter.
0," But, as a matter of fact, seven weeks elapsed."
0, I think that those seven weeks represented the difference between the mail-boat which brought the letter and the sailing vessel which brought the writer.
0, It is possible.
0, More than that.
0, It is probable.
0," And now you see the deadly urgency of this new case, and why I urged young Openshaw to caution."
0, The blow has always fallen at the end of the time which it would take the senders to travel the distance.
0," But this one comes from London, and therefore we cannot count upon delay."
0, Good God! I cried.
0," What can it mean, this relentless persecution? The papers which Openshaw carried are obviously of vital importance to the person or persons in the sailing-ship."
0, I think that it is quite clear that there must be more than one of them.
0, A single man could not have carried out two deaths in such a way as to deceive a coroners jury.
